date,ticker,gap,prev_close,open,strategy,status,entry,stop,target,pl,time,vwap,support,resistance
2025-08-06,LNZL,17.33,6580.00,7720.00,5m ABCD,❌,,,,,,,,
2025-08-06,LPSN,16.81,1.19,1.39,1m Flat-Top,✅,1.03,1.00,,,15:34,,,
2025-08-06,LPSN,16.81,1.19,1.39,1m Flat-Bottom,❌,,,,,,,,
2025-08-06,LPSN,16.81,1.19,1.39,5m Flat-Top,❌,,,,,,,,
2025-08-06,LPSN,16.81,1.19,1.39,5m Flat-Bottom,❌,,,,,,,,
2025-08-06,LPSN,16.81,1.19,1.39,1m BullFlag,✅,1.22,1.20,1.25,+0.03,17:13,,,
2025-08-06,LPSN,16.81,1.19,1.39,5m BullFlag,❌,,,,,,,,
2025-08-06,LPSN,16.81,1.19,1.39,1m FirstPullback,❌,,,,,,,,
2025-08-06,LPSN,16.81,1.19,1.39,5m FirstPullback,❌,,,,,,,,
2025-08-06,LPSN,16.81,1.19,1.39,1m ABCD,✅,1.22,1.20,1.25,+0.03,17:13,,,
2025-08-06,LPSN,16.81,1.19,1.39,5m ABCD,❌,,,,,,,,
2025-08-06,UPST,15.82,69.17,80.11,1m Flat-Top,✅,79.80,77.66,,,14:35,,,
2025-08-06,UPST,15.82,69.17,80.11,1m Flat-Bottom,✅,77.66,82.30,,,16:31,,,
2025-08-06,UPST,15.82,69.17,80.11,5m Flat-Top,❌,,,,,,,,
2025-08-06,UPST,15.82,69.17,80.11,5m Flat-Bottom,❌,,,,,,,,
2025-08-06,UPST,15.82,69.17,80.11,1m BullFlag,✅,69.60,69.04,70.12,+0.52,18:17,,,
2025-08-06,UPST,15.82,69.17,80.11,5m BullFlag,❌,,,,,,,,
2025-08-06,UPST,15.82,69.17,80.11,1m FirstPullback,❌,,,,,,,,
2025-08-06,UPST,15.82,69.17,80.11,5m FirstPullback,❌,,,,,,,,
2025-08-06,UPST,15.82,69.17,80.11,1m ABCD,❌,,,,,,,,
2025-08-06,UPST,15.82,69.17,80.11,5m ABCD,❌,,,,,,,,
2025-08-06,QDEL,15.38,23.41,27.01,1m Flat-Top,❌,,,,,,,,
2025-08-06,QDEL,15.38,23.41,27.01,1m Flat-Bottom,✅,24.16,24.17,,,18:39,,,
2025-08-06,QDEL,15.38,23.41,27.01,5m Flat-Top,❌,,,,,,,,
2025-08-06,QDEL,15.38,23.41,27.01,5m Flat-Bottom,❌,,,,,,,,
2025-08-06,QDEL,15.38,23.41,27.01,1m BullFlag,✅,23.96,23.86,24.09,+0.13,20:16,,,
2025-08-06,QDEL,15.38,23.41,27.01,5m BullFlag,❌,,,,,,,,
2025-08-06,QDEL,15.38,23.41,27.01,1m FirstPullback,❌,,,,,,,,
2025-08-06,QDEL,15.38,23.41,27.01,5m FirstPullback,❌,,,,,,,,
2025-08-06,QDEL,15.38,23.41,27.01,1m ABCD,❌,,,,,,,,
2025-08-06,QDEL,15.38,23.41,27.01,5m ABCD,❌,,,,,,,,
2025-08-06,LNZLP,15.29,850.00,980.00,Gap&Go,✅,875.00,860.00,,,10:03,,,
2025-08-06,LNZLP,15.29,850.00,980.00,1m Flat-Top,❌,,,,,,,,
2025-08-06,LNZLP,15.29,850.00,980.00,1m Flat-Bottom,✅,980.00,980.00,,,09:50,,,
2025-08-06,LNZLP,15.29,850.00,980.00,5m Flat-Top,❌,,,,,,,,
2025-08-06,LNZLP,15.29,850.00,980.00,5m Flat-Bottom,✅,980.00,980.00,,,09:50,,,
2025-08-06,LNZLP,15.29,850.00,980.00,1m BullFlag,❌,,,,,,,,
2025-08-06,LNZLP,15.29,850.00,980.00,5m BullFlag,❌,,,,,,,,
2025-08-06,LNZLP,15.29,850.00,980.00,1m FirstPullback,❌,,,,,,,,
2025-08-06,LNZLP,15.29,850.00,980.00,5m FirstPullback,❌,,,,,,,,
2025-08-06,LNZLP,15.29,850.00,980.00,1m ABCD,❌,,,,,,,,
2025-08-06,LNZLP,15.29,850.00,980.00,5m ABCD,❌,,,,,,,,
2025-08-06,ESAB,15.10,110.16,126.79,1m Flat-Top,❌,,,,,,,,
2025-08-06,ESAB,15.10,110.16,126.79,1m Flat-Bottom,✅,109.31,112.08,,,19:52,,,
2025-08-06,ESAB,15.10,110.16,126.79,5m Flat-Top,❌,,,,,,,,
2025-08-06,ESAB,15.10,110.16,126.79,5m Flat-Bottom,✅,109.31,112.08,,,19:50,,,
2025-08-06,ESAB,15.10,110.16,126.79,1m BullFlag,✅,114.40,113.05,115.93,+1.53,17:36,,,
2025-08-06,ESAB,15.10,110.16,126.79,5m BullFlag,✅,112.08,108.04,114.85,+2.77,20:25,,,
2025-08-06,ESAB,15.10,110.16,126.79,1m FirstPullback,❌,,,,,,,,
2025-08-06,ESAB,15.10,110.16,126.79,5m FirstPullback,❌,,,,,,,,
2025-08-06,ESAB,15.10,110.16,126.79,1m ABCD,❌,,,,,,,,
2025-08-06,ESAB,15.10,110.16,126.79,5m ABCD,❌,,,,,,,,
2025-08-06,MASI,13.29,142.11,161.00,1m Flat-Top,❌,,,,,,,,
2025-08-06,MASI,13.29,142.11,161.00,1m Flat-Bottom,✅,147.00,148.58,,,16:38,,,
2025-08-06,MASI,13.29,142.11,161.00,5m Flat-Top,❌,,,,,,,,
2025-08-06,MASI,13.29,142.11,161.00,5m Flat-Bottom,❌,,,,,,,,
2025-08-06,MASI,13.29,142.11,161.00,1m BullFlag,✅,141.98,137.54,145.62,+3.64,18:51,,,
2025-08-06,MASI,13.29,142.11,161.00,5m BullFlag,✅,146.77,135.88,150.72,+3.95,20:25,,,
2025-08-06,MASI,13.29,142.11,161.00,1m FirstPullback,❌,,,,,,,,
2025-08-06,MASI,13.29,142.11,161.00,5m FirstPullback,❌,,,,,,,,
2025-08-06,MASI,13.29,142.11,161.00,1m ABCD,✅,138.12,137.75,138.70,+0.58,18:33,,,
2025-08-06,MASI,13.29,142.11,161.00,5m ABCD,✅,141.98,137.54,148.08,+6.10,18:50,,,
2025-08-06,OBNE,13.04,752.00,850.03,Gap&Go,❌,,,,,,,,
2025-08-06,OBNE,13.04,752.00,850.03,1m Flat-Top,❌,,,,,,,,
2025-08-06,OBNE,13.04,752.00,850.03,1m Flat-Bottom,✅,830.00,830.00,,,14:17,,,
2025-08-06,OBNE,13.04,752.00,850.03,5m Flat-Top,❌,,,,,,,,
2025-08-06,OBNE,13.04,752.00,850.03,5m Flat-Bottom,✅,830.00,830.00,,,14:15,,,
2025-08-06,OBNE,13.04,752.00,850.03,1m BullFlag,❌,,,,,,,,
2025-08-06,OBNE,13.04,752.00,850.03,5m BullFlag,❌,,,,,,,,
2025-08-06,OBNE,13.04,752.00,850.03,1m FirstPullback,❌,,,,,,,,
2025-08-06,OBNE,13.04,752.00,850.03,5m FirstPullback,❌,,,,,,,,
2025-08-06,OBNE,13.04,752.00,850.03,1m ABCD,❌,,,,,,,,
2025-08-06,OBNE,13.04,752.00,850.03,5m ABCD,❌,,,,,,,,
2025-08-06,GOSS,12.76,1.96,2.21,1m Flat-Top,❌,,,,,,,,
2025-08-06,GOSS,12.76,1.96,2.21,1m Flat-Bottom,✅,2.10,2.10,,,17:10,,,
2025-08-06,GOSS,12.76,1.96,2.21,5m Flat-Top,❌,,,,,,,,
2025-08-06,GOSS,12.76,1.96,2.21,5m Flat-Bottom,✅,2.10,2.11,,,17:10,,,
2025-08-06,GOSS,12.76,1.96,2.21,1m BullFlag,❌,,,,,,,,
2025-08-06,GOSS,12.76,1.96,2.21,5m BullFlag,❌,,,,,,,,
2025-08-06,GOSS,12.76,1.96,2.21,1m FirstPullback,❌,,,,,,,,
2025-08-06,GOSS,12.76,1.96,2.21,5m FirstPullback,❌,,,,,,,,
2025-08-06,GOSS,12.76,1.96,2.21,1m ABCD,❌,,,,,,,,
2025-08-06,GOSS,12.76,1.96,2.21,5m ABCD,❌,,,,,,,,
2025-08-06,KIDS,12.66,17.22,19.40,1m Flat-Top,✅,19.40,19.40,,,16:40,,,
2025-08-06,KIDS,12.66,17.22,19.40,1m Flat-Bottom,✅,19.40,19.60,,,16:43,,,
2025-08-06,KIDS,12.66,17.22,19.40,5m Flat-Top,❌,,,,,,,,
2025-08-06,KIDS,12.66,17.22,19.40,5m Flat-Bottom,❌,,,,,,,,
2025-08-06,KIDS,12.66,17.22,19.40,1m BullFlag,✅,17.15,16.75,17.30,+0.15,18:28,,,
2025-08-06,KIDS,12.66,17.22,19.40,5m BullFlag,✅,17.15,16.75,17.30,+0.15,18:25,,,
2025-08-06,KIDS,12.66,17.22,19.40,1m FirstPullback,❌,,,,,,,,
2025-08-06,KIDS,12.66,17.22,19.40,5m FirstPullback,❌,,,,,,,,
2025-08-06,KIDS,12.66,17.22,19.40,1m ABCD,✅,17.60,17.23,18.45,+0.85,18:48,,,
2025-08-06,KIDS,12.66,17.22,19.40,5m ABCD,❌,,,,,,,,
2025-08-06,ADAP,12.50,0.08,0.09,1m Flat-Top,❌,,,,,,,,
2025-08-06,ADAP,12.50,0.08,0.09,1m Flat-Bottom,✅,0.09,0.09,,,11:14,,,
2025-08-06,ADAP,12.50,0.08,0.09,5m Flat-Top,❌,,,,,,,,
2025-08-06,ADAP,12.50,0.08,0.09,5m Flat-Bottom,✅,0.09,0.09,,,11:10,,,
2025-08-06,ADAP,12.50,0.08,0.09,1m BullFlag,❌,,,,,,,,
2025-08-06,ADAP,12.50,0.08,0.09,5m BullFlag,❌,,,,,,,,
2025-08-06,ADAP,12.50,0.08,0.09,1m FirstPullback,❌,,,,,,,,
2025-08-06,ADAP,12.50,0.08,0.09,5m FirstPullback,❌,,,,,,,,
2025-08-06,ADAP,12.50,0.08,0.09,1m ABCD,❌,,,,,,,,
2025-08-06,ADAP,12.50,0.08,0.09,5m ABCD,❌,,,,,,,,
2025-08-06,INSP,12.33,77.89,87.49,1m Flat-Top,✅,87.21,87.08,,,16:29,,,
2025-08-06,INSP,12.33,77.89,87.49,1m Flat-Bottom,✅,82.25,82.61,,,17:16,,,
2025-08-06,INSP,12.33,77.89,87.49,5m Flat-Top,❌,,,,,,,,
2025-08-06,INSP,12.33,77.89,87.49,5m Flat-Bottom,❌,,,,,,,,
2025-08-06,INSP,12.33,77.89,87.49,1m BullFlag,✅,79.05,78.27,80.45,+1.40,18:09,,,
2025-08-06,INSP,12.33,77.89,87.49,5m BullFlag,✅,78.40,77.75,79.26,+0.86,20:10,,,
2025-08-06,INSP,12.33,77.89,87.49,1m FirstPullback,❌,,,,,,,,
2025-08-06,INSP,12.33,77.89,87.49,5m FirstPullback,❌,,,,,,,,
2025-08-06,INSP,12.33,77.89,87.49,1m ABCD,✅,80.00,79.01,81.73,+1.73,18:21,,,
2025-08-06,INSP,12.33,77.89,87.49,5m ABCD,✅,78.40,77.75,79.26,+0.86,20:10,,,
2025-08-06,FTRE,12.06,6.47,7.25,1m Flat-Top,❌,,,,,,,,
2025-08-06,FTRE,12.06,6.47,7.25,1m Flat-Bottom,✅,6.78,7.05,,,16:39,,,
2025-08-06,FTRE,12.06,6.47,7.25,5m Flat-Top,❌,,,,,,,,
2025-08-06,FTRE,12.06,6.47,7.25,5m Flat-Bottom,✅,6.14,6.33,,,16:55,,,
2025-08-06,FTRE,12.06,6.47,7.25,1m BullFlag,✅,6.34,5.84,6.71,+0.37,18:04,,,
2025-08-06,FTRE,12.06,6.47,7.25,5m BullFlag,✅,6.45,6.22,6.56,+0.11,20:15,,,
2025-08-06,FTRE,12.06,6.47,7.25,1m FirstPullback,❌,,,,,,,,
2025-08-06,FTRE,12.06,6.47,7.25,5m FirstPullback,❌,,,,,,,,
2025-08-06,FTRE,12.06,6.47,7.25,1m ABCD,❌,,,,,,,,
2025-08-06,FTRE,12.06,6.47,7.25,5m ABCD,❌,,,,,,,,
2025-08-06,IFF,11.93,65.72,73.56,1m Flat-Top,❌,,,,,,,,
2025-08-06,IFF,11.93,65.72,73.56,1m Flat-Bottom,✅,69.03,69.31,,,17:25,,,
2025-08-06,IFF,11.93,65.72,73.56,5m Flat-Top,❌,,,,,,,,
2025-08-06,IFF,11.93,65.72,73.56,5m Flat-Bottom,❌,,,,,,,,
2025-08-06,IFF,11.93,65.72,73.56,1m BullFlag,✅,65.61,64.80,65.92,+0.31,18:55,,,
2025-08-06,IFF,11.93,65.72,73.56,5m BullFlag,❌,,,,,,,,
2025-08-06,IFF,11.93,65.72,73.56,1m FirstPullback,❌,,,,,,,,
2025-08-06,IFF,11.93,65.72,73.56,5m FirstPullback,❌,,,,,,,,
2025-08-06,IFF,11.93,65.72,73.56,1m ABCD,✅,65.77,65.38,66.58,+0.81,19:06,,,
2025-08-06,IFF,11.93,65.72,73.56,5m ABCD,❌,,,,,,,,
2025-08-06,NRG,11.91,148.40,166.07,1m Flat-Top,❌,,,,,,,,
2025-08-06,NRG,11.91,148.40,166.07,1m Flat-Bottom,✅,155.99,157.39,,,16:36,,,
2025-08-06,NRG,11.91,148.40,166.07,5m Flat-Top,❌,,,,,,,,
2025-08-06,NRG,11.91,148.40,166.07,5m Flat-Bottom,❌,,,,,,,,
2025-08-06,NRG,11.91,148.40,166.07,1m BullFlag,✅,149.42,145.00,150.29,+0.87,21:18,,,
2025-08-06,NRG,11.91,148.40,166.07,5m BullFlag,❌,,,,,,,,
2025-08-06,NRG,11.91,148.40,166.07,1m FirstPullback,❌,,,,,,,,
2025-08-06,NRG,11.91,148.40,166.07,5m FirstPullback,❌,,,,,,,,
2025-08-06,NRG,11.91,148.40,166.07,1m ABCD,✅,146.43,145.81,147.86,+1.43,19:11,,,
2025-08-06,NRG,11.91,148.40,166.07,5m ABCD,❌,,,,,,,,
2025-08-06,CC,11.22,11.76,13.08,1m Flat-Top,❌,,,,,,,,
2025-08-06,CC,11.22,11.76,13.08,1m Flat-Bottom,✅,12.51,12.57,,,16:43,,,
2025-08-06,CC,11.22,11.76,13.08,5m Flat-Top,❌,,,,,,,,
2025-08-06,CC,11.22,11.76,13.08,5m Flat-Bottom,✅,11.95,12.32,,,18:10,,,
2025-08-06,CC,11.22,11.76,13.08,1m BullFlag,✅,12.20,11.88,12.25,+0.05,18:30,,,
2025-08-06,CC,11.22,11.76,13.08,5m BullFlag,❌,,,,,,,,
2025-08-06,CC,11.22,11.76,13.08,1m FirstPullback,❌,,,,,,,,
2025-08-06,CC,11.22,11.76,13.08,5m FirstPullback,❌,,,,,,,,
2025-08-06,CC,11.22,11.76,13.08,1m ABCD,❌,,,,,,,,
2025-08-06,CC,11.22,11.76,13.08,5m ABCD,❌,,,,,,,,
2025-08-06,GDEV,10.22,13.60,14.99,1m Flat-Top,❌,,,,,,,,
2025-08-06,GDEV,10.22,13.60,14.99,1m Flat-Bottom,❌,,,,,,,,
2025-08-06,GDEV,10.22,13.60,14.99,5m Flat-Top,❌,,,,,,,,
2025-08-06,GDEV,10.22,13.60,14.99,5m Flat-Bottom,❌,,,,,,,,
2025-08-06,GDEV,10.22,13.60,14.99,1m BullFlag,❌,,,,,,,,
2025-08-06,GDEV,10.22,13.60,14.99,5m BullFlag,❌,,,,,,,,
2025-08-06,GDEV,10.22,13.60,14.99,1m FirstPullback,❌,,,,,,,,
2025-08-06,GDEV,10.22,13.60,14.99,5m FirstPullback,❌,,,,,,,,
2025-08-06,GDEV,10.22,13.60,14.99,1m ABCD,❌,,,,,,,,
2025-08-06,GDEV,10.22,13.60,14.99,5m ABCD,❌,,,,,,,,
2025-08-06,NFE,10.07,2.98,3.28,1m Flat-Top,✅,3.39,3.36,,,16:54,,,
2025-08-06,NFE,10.07,2.98,3.28,1m Flat-Bottom,✅,3.25,3.27,,,19:00,,,
2025-08-06,NFE,10.07,2.98,3.28,5m Flat-Top,✅,3.39,3.31,,,16:50,,,
2025-08-06,NFE,10.07,2.98,3.28,5m Flat-Bottom,✅,3.25,3.27,,,19:00,,,
2025-08-06,NFE,10.07,2.98,3.28,1m BullFlag,✅,3.29,3.25,3.31,+0.02,18:06,,,
2025-08-06,NFE,10.07,2.98,3.28,5m BullFlag,❌,,,,,,,,
2025-08-06,NFE,10.07,2.98,3.28,1m FirstPullback,❌,,,,,,,,
2025-08-06,NFE,10.07,2.98,3.28,5m FirstPullback,❌,,,,,,,,
2025-08-06,NFE,10.07,2.98,3.28,1m ABCD,❌,,,,,,,,
2025-08-06,NFE,10.07,2.98,3.28,5m ABCD,❌,,,,,,,,
2025-08-04,TGKB,3.98,0.01,0.01,Gap&Go,❌,,,,,,0.01,0.01,0.01
2025-08-04,TGKB,3.98,0.01,0.01,1m Flat-Top,❌,,,,,,0.01,0.01,0.01
2025-08-04,TGKB,3.98,0.01,0.01,1m Flat-Bottom,❌,,,,,,0.01,0.01,0.01
2025-08-04,TGKB,3.98,0.01,0.01,5m Flat-Top,❌,,,,,,0.01,0.01,0.01
2025-08-04,TGKB,3.98,0.01,0.01,5m Flat-Bottom,❌,,,,,,0.01,0.01,0.01
2025-08-04,TGKB,3.98,0.01,0.01,1m BullFlag,❌,,,,,,0.01,0.01,0.01
2025-08-04,TGKB,3.98,0.01,0.01,5m BullFlag,❌,,,,,,0.01,0.01,0.01
2025-08-04,TGKB,3.98,0.01,0.01,1m FirstPullback,❌,,,,,,0.01,0.01,0.01
2025-08-04,TGKB,3.98,0.01,0.01,5m FirstPullback,❌,,,,,,0.01,0.01,0.01
2025-08-04,TGKB,3.98,0.01,0.01,1m ABCD,❌,,,,,,0.01,0.01,0.01
2025-08-04,TGKB,3.98,0.01,0.01,5m ABCD,❌,,,,,,0.01,0.01,0.01
